date,game_id,home_team_fl,team,PTS,ORebs,DRebs,AST,TO,STL,BLK,Fouls,fg_pct,three_pt_pct,ft_pct,efg,pace
02/11/2018,4492528,0,Louisville,94,4,4,23,8,7,4,19,63,52.6,76.2,72.2,67.24000000000001
02/11/2018,4492528,1, Pittsburgh,60,9,9,11,13,1,3,14,34.5,23.3,68.4,40.5,70.36
02/17/2018,4498893,0,North Carolina,93,17,17,20,11,7,4,19,48.6,44.4,90,56.8,72.4
02/17/2018,4498893,1,Louisville,76,11,11,9,12,8,6,13,45.2,41.199999999999996,59.099999999999994,50.8,72.68
02/24/2018,4504484,0,Louisville,75,13,13,19,15,2,4,15,42.9,44.4,71.39999999999999,53.6,67.24
02/24/2018,4504484,1, Virginia Tech,68,7,7,11,8,5,1,18,44.1,28.599999999999998,55.60000000000001,49.2,67.92
03/01/2018,4510548,0,Virginia,67,11,11,10,12,3,4,22,42.9,42.9,68.4,48.199999999999996,65.36
03/01/2018,4510548,1,Louisville,66,5,5,7,8,3,2,18,41.3,40,75.9,47.8,61.76
03/03/2018,4513250,0,Louisville,69,9,9,12,15,3,5,19,44.6,27.800000000000004,93.30000000000001,49.1,68.6
03/03/2018,4513250,1, NC State,76,8,8,12,4,9,6,13,44.1,42.1,61.5,50.8,66.44
03/08/2018,4518560,0,Virginia,58,7,7,11,8,5,2,13,36.7,42.9,92.9,45.9,56.16
03/08/2018,4518560,1,Louisville,75,10,10,13,7,5,2,13,52.5,38.9,85.7,58.5,59.08
03/13/2018,4525308,0,Northern Ky.,58,12,12,11,14,5,1,19,34.4,17.9,64.3,38.3,72.16
03/13/2018,4525308,1,Louisville,66,6,6,11,10,7,6,16,40,33.300000000000004,72.7,45.5,68.68
03/18/2018,4531412,0,Middle Tenn.,68,7,7,10,15,1,2,21,51,33.300000000000004,68.8,55.900000000000006,66.03999999999999
03/18/2018,4531412,1,Louisville,84,7,7,17,7,8,3,14,53.7,52.400000000000006,75,63.9,62.8
03/20/2018,4533127,0,Mississippi St.,79,15,15,14,11,10,7,12,47.699999999999996,38.1,75,53.800000000000004,66.28
03/20/2018,4533127,1,Louisville,56,12,12,12,16,5,4,12,35,29.2,70,40.8,68.4
11/10/2017,4440856,0,Wright St.,80,8,8,16,20,9,2,25,48.1,45,76,56.49999999999999,77
11/10/2017,4440856,1,Loyola Chicago,84,10,10,18,19,10,3,20,54.900000000000006,35,65.60000000000001,61.8,74.08
11/12/2017,4442559,0,Eureka,69,7,7,16,12,4,4,14,38.800000000000004,41.4,83.3,47.8,74.64
11/12/2017,4442559,1,Loyola Chicago,96,12,12,26,8,6,6,8,52.1,35.5,68.8,59.9,74.04
11/16/2017,4445481,0,Loyola Chicago,66,6,6,12,18,4,4,17,48.9,29.4,73.9,54.400000000000006,67.12
11/16/2017,4445481,1, UMKC,56,11,11,6,15,7,4,20,29.099999999999998,30,78.9,37.3,67.36
11/19/2017,4448079,0,Samford,67,12,12,12,9,5,0,20,40,25.900000000000002,75,45.800000000000004,64.04
11/19/2017,4448079,1,Loyola Chicago,88,5,5,18,9,2,3,16,61.7,47.8,73.1,73.4,62.44
11/21/2017,4449934,0,Mississippi Val.,50,13,13,6,11,8,2,20,33.900000000000006,16.7,57.099999999999994,35.6,63.16
11/21/2017,4449934,1,Loyola Chicago,63,5,5,16,16,3,5,18,50,31.2,77.8,55.7,62.92
11/24/2017,4451114,0,UNCW,78,14,14,18,16,7,4,19,42,30.8,60,47.8,79.8
11/24/2017,4451114,1,Loyola Chicago,102,5,5,18,14,8,0,15,60,55.60000000000001,76.9,68.30000000000001,80.44
12/02/2017,4456025,0,UIC,61,4,4,7,19,4,7,14,46.9,28.599999999999998,57.9,51,72.36
12/02/2017,4456025,1,Loyola Chicago,85,5,5,29,9,8,0,14,54.800000000000004,57.099999999999994,56.2,61.3,73.04
12/09/2017,4460055,0,Norfolk St.,52,12,12,11,12,13,1,23,32.800000000000004,31.8,53.800000000000004,38.800000000000004,63.72
12/09/2017,4460055,1,Loyola Chicago,80,5,5,16,20,3,1,13,71.39999999999999,76.9,69,85.7,62.76
12/16/2017,4462918,0,Loyola Chicago,56,6,6,9,12,4,4,15,38.5,21.099999999999998,75,42.3,65.03999999999999
12/16/2017,4462918,1, Milwaukee,73,3,3,13,8,8,7,12,49.1,40.9,66.7,57.49999999999999,65.92
12/22/2017,4465211,0,Loyola Chicago,59,7,7,9,10,5,3,17,44.2,20,71.39999999999999,47.099999999999994,61.16
12/22/2017,4465211,1, Missouri St.,64,9,9,12,12,6,3,18,43.1,42.1,57.099999999999994,51,63.24
01/07/2018,4471060,0,Loyola Chicago,56,10,10,11,7,9,3,15,35.199999999999996,40.9,69.19999999999999,43.5,56.72
01/07/2018,4471060,1, UNI,50,11,11,13,12,2,5,16,36.5,30,75,42.3,56.52
01/17/2018,4476496,0,Southern Ill.,65,10,10,11,20,12,3,24,42.9,15.4,75,44.6,74.8
01/17/2018,4476496,1,Loyola Chicago,79,8,8,15,20,13,1,19,56.2,40,70.39999999999999,62.5,71.88
01/21/2018,4478935,0,Loyola Chicago,70,9,9,16,8,8,1,15,49.1,42.9,71.39999999999999,54.50000000000001,60.16
01/21/2018,4478935,1, Valparaiso,54,6,6,6,13,4,4,16,44.7,21.4,64.3,47.9,60.16
01/28/2018,4483310,0,UNI,47,7,7,8,11,5,3,15,36.5,19,62.5,40.400000000000006,59.52
01/28/2018,4483310,1,Loyola Chicago,70,4,4,14,9,8,0,12,51,50,100,58.199999999999996,59.72
02/03/2018,4486102,0,Missouri St.,75,4,4,14,12,4,2,15,50.9,42.9,75,59.4,68.03999999999999
02/03/2018,4486102,1,Loyola Chicago,97,8,8,24,9,8,2,13,60.9,50,81.8,68.8,69.84
02/14/2018,4495095,0,Valparaiso,71,12,12,14,12,3,5,16,43.6,31.2,90,48.199999999999996,63.8
02/14/2018,4495095,1,Loyola Chicago,80,7,7,14,6,5,2,16,53.6,33.300000000000004,78.9,57.99999999999999,63.36
02/21/2018,4502483,0,Loyola Chicago,75,6,6,18,10,9,1,14,57.4,40.9,80,65.7,60.2
02/21/2018,4502483,1, Southern Ill.,56,9,9,13,14,8,1,8,42.6,31.6,55.60000000000001,48.9,59.92
03/02/2018,4510845,0,UNI,50,6,6,11,10,2,3,14,39.2,25,85.7,43.1,58.08
03/02/2018,4510845,1,Loyola Chicago,54,4,4,14,7,5,4,8,44.2,23.5,57.099999999999994,48.1,58.08
03/15/2018,4527414,0,Miami (FL),64,8,8,19,10,6,3,14,47.3,38.1,44.4,54.50000000000001,60.96
03/15/2018,4527414,1,Loyola Chicago,62,9,9,11,16,7,7,13,51,44.4,61.5,55.1,61.72
03/17/2018,4530117,0,Tennessee,63,5,5,17,10,3,1,13,50,40,68.8,59.099999999999994,56.04
03/17/2018,4530117,1,Loyola Chicago,62,6,6,15,7,8,2,17,45.5,36,50,53.6,58.64
03/22/2018,4534357,0,Nevada,69,6,6,15,16,6,1,13,55.800000000000004,38.5,75,60.6,65.52000000000001
03/22/2018,4534357,1,Loyola Chicago,68,7,7,8,10,10,5,13,41.4,25.900000000000002,92.9,47.4,67.16
03/31/2018,4544023,0,Michigan,57,6,6,6,17,5,1,17,43.1,10,85.7,44.1,68.16
03/31/2018,4544023,1,Loyola Chicago,69,11,11,8,11,10,2,11,42.4,25,66.7,48.3,66.92
11/10/2017,4440957,0,Loyola Maryland,75,12,12,14,18,6,2,30,40.699999999999996,47.099999999999994,65.5,47.5,77.76
11/10/2017,4440957,1, Northwestern,79,12,12,13,15,5,12,25,41,23.799999999999997,64.9,45.1,80.28
11/17/2017,4446061,0,Towson,95,10,10,18,15,2,4,25,61.8,50,63.3,69.1,73.2
11/17/2017,4446061,1,Loyola Maryland,72,11,11,10,9,7,1,27,37.9,25,72.7,41.4,70.52
11/21/2017,4449582,0,Goucher,45,10,10,8,20,9,3,13,28.1,16.7,62.5,31.2,77.52
11/21/2017,4449582,1,Loyola Maryland,97,14,14,24,15,9,8,12,51.5,44.4,70.8,60.6,77.56
11/26/2017,4452196,0,Loyola Maryland,75,11,11,12,14,4,6,24,42.4,40.9,66.7,50,72.56
11/26/2017,4452196,1, UMass Lowell,83,14,14,14,16,7,2,20,45.6,48,67.9,56.10000000000001,71.32
12/02/2017,4457024,0,Loyola Maryland,75,8,8,8,19,5,0,22,46.400000000000006,28.599999999999998,80.80000000000001,48.199999999999996,78.44
12/02/2017,4457024,1, Mt. St. Mary's,80,6,6,10,14,6,8,22,44.1,40.699999999999996,85,53.400000000000006,75.8
12/23/2017,4465274,0,Loyola Maryland,71,14,14,17,15,8,3,22,42.9,22.7,66.7,46.800000000000004,71.92
12/23/2017,4465274,1, Memphis,83,7,7,15,10,11,7,14,52.7,35.3,73.1,58.199999999999996,69.44
12/29/2017,4466096,0,Navy,63,6,6,12,14,5,1,22,51.1,35.3,52.900000000000006,57.4,62.480000000000004
12/29/2017,4466096,1,Loyola Maryland,72,6,6,11,14,3,1,19,60,41.699999999999996,68.4,65.60000000000001,61.36
02/24/2018,4504676,0,Loyola Maryland,56,13,13,11,15,7,3,17,40.699999999999996,26.700000000000003,50,44.1,64.52000000000001
02/24/2018,4504676,1, Navy,62,10,10,15,11,9,3,15,36.8,33.300000000000004,75,43.9,65.04
11/11/2017,4442567,0,Loyola Marymount,80,18,18,11,19,11,3,23,43.8,29.2,73.9,49.2,75.12
11/11/2017,4442567,1, UT Arlington,85,10,10,24,16,7,6,18,49.1,44.4,70.39999999999999,60,72.88
11/15/2017,4444879,0,UC Riverside,64,11,11,11,19,3,2,22,44.7,25,85.7,48.9,64.24000000000001
11/15/2017,4444879,1,Loyola Marymount,76,15,15,18,10,5,1,19,44.1,26.900000000000002,68,50,65
11/19/2017,4448218,0,McNeese,86,14,14,16,19,6,8,21,48.3,37,85.7,56.699999999999996,74.24
11/19/2017,4448218,1,Loyola Marymount,92,19,19,15,14,12,1,21,44.9,27.3,77.4,49.3,77.64
11/28/2017,4453609,0,Cal St. L.A.,66,8,8,14,12,9,5,22,32.300000000000004,38.5,75,43.8,74.28
11/28/2017,4453609,1,Loyola Marymount,87,13,13,22,14,4,1,12,56.699999999999996,41.699999999999996,58.3,60.8,71.56
12/02/2017,4456240,0,Loyola Marymount,74,16,16,14,13,5,0,25,42.9,38.5,66.7,50.8,66.6
12/02/2017,4456240,1, Oregon St.,78,7,7,16,10,7,8,15,56.00000000000001,15.4,69,57.99999999999999,65.75999999999999
12/06/2017,4458705,0,Portland St.,94,12,12,16,20,20,6,25,44.1,33.300000000000004,80.60000000000001,50.7,89.64
12/06/2017,4458705,1,Loyola Marymount,85,20,20,18,33,10,4,25,43.5,28.599999999999998,73.1,47.8,93.44
12/17/2017,4464731,0,Loyola Marymount,78,13,13,17,16,5,1,28,45.800000000000004,43.5,58.3,54.2,72.56
12/17/2017,4464731,1, Washington,80,11,11,13,11,7,7,25,44.6,36.4,61.1,51.800000000000004,71.84
12/28/2017,4465793,0,Loyola Marymount,59,9,9,11,10,8,3,15,37.5,21.099999999999998,92.9,41.099999999999994,63.16
12/28/2017,4465793,1, Saint Mary's (CA),87,7,7,25,11,6,7,14,62,62.5,78.9,72,62.36
12/30/2017,4467070,0,Loyola Marymount,82,16,16,16,9,3,2,26,48.4,33.300000000000004,62.5,52.300000000000004,67.56
12/30/2017,4467070,1, Pacific,88,13,13,12,10,5,11,21,52.800000000000004,23.1,80.60000000000001,55.7,65.84
01/04/2018,4469270,0,Santa Clara,65,9,9,13,15,8,1,12,49,33.300000000000004,81.8,54.900000000000006,61.84
01/04/2018,4469270,1,Loyola Marymount,49,6,6,15,19,9,3,16,44.2,23.1,53.300000000000004,47.699999999999996,62.6
01/11/2018,4474141,0,San Francisco,65,13,13,15,17,4,5,13,48.1,36.4,50,55.60000000000001,62.4
01/11/2018,4474141,1,Loyola Marymount,67,10,10,17,9,10,2,14,44.800000000000004,33.300000000000004,75,50,62.28
01/13/2018,4474766,0,Loyola Marymount,71,7,7,13,12,5,1,16,49,52.400000000000006,66.7,59.8,62.6
01/13/2018,4474766,1, San Diego,75,10,10,20,12,5,4,13,55.800000000000004,38.1,64.3,63.5,60.16
01/20/2018,4478626,0,Portland,72,6,6,16,13,8,6,16,47.9,40,69.19999999999999,56.2,66.44
01/20/2018,4478626,1,Loyola Marymount,65,20,20,17,13,7,3,23,36.9,20,63.2,40.8,66.36
01/25/2018,4481078,0,Loyola Marymount,70,13,13,15,9,7,6,19,42.6,42.1,58.8,49.2,64.48
01/25/2018,4481078,1, Pepperdine,71,15,15,13,14,5,2,19,45.5,35.699999999999996,64,50,65
01/27/2018,4482771,0,San Diego,89,3,3,24,10,5,3,16,57.699999999999996,46.2,77.3,69.19999999999999,68.68
01/27/2018,4482771,1,Loyola Marymount,82,11,11,16,12,5,3,20,47.599999999999994,43.8,88.2,53.2,71.48
02/03/2018,4486287,0,Loyola Marymount,66,10,10,15,14,3,3,23,48.9,43.8,65,56.39999999999999,59.8
02/03/2018,4486287,1, Portland,68,8,8,14,10,3,3,21,44.7,45.5,69.6,55.300000000000004,59.12
02/08/2018,4489919,0,Saint Mary's (CA),83,5,5,20,7,7,0,17,64,42.9,68.4,70,60.36
02/08/2018,4489919,1,Loyola Marymount,62,9,9,14,9,4,4,15,43.6,28.599999999999998,58.8,47.3,62.480000000000004
02/10/2018,4492054,0,Pepperdine,79,9,9,18,14,2,2,21,50.9,52.900000000000006,80,59.4,66.8
02/10/2018,4492054,1,Loyola Marymount,85,14,14,17,12,6,2,17,46.7,43.5,73.1,55.00000000000001,69.44
02/17/2018,4498204,0,Loyola Marymount,63,17,17,10,8,3,3,19,37.5,30,85.7,39.800000000000004,61.16
02/17/2018,4498204,1, San Francisco,72,9,9,16,8,4,7,13,47.099999999999994,40.9,57.699999999999996,55.900000000000006,61.44
02/22/2018,4503043,0,Loyola Marymount,65,7,7,15,12,9,5,17,50,44.4,68.8,54,62.04
02/22/2018,4503043,1, Santa Clara,64,10,10,13,10,7,4,14,40.400000000000006,33.300000000000004,100,46.5,61.84
02/24/2018,4505353,0,Pacific,71,7,7,18,11,5,3,13,50.9,28.599999999999998,64.7,54.50000000000001,66.48
02/24/2018,4505353,1,Loyola Marymount,74,9,9,19,6,7,0,16,50,42.9,66.7,55.00000000000001,62.28
03/02/2018,4511659,0,Portland,72,4,4,13,11,3,1,23,54,52.6,61.5,64,62.72
03/02/2018,4511659,1,Loyola Marymount,78,7,7,10,6,6,1,18,47.199999999999996,42.9,78.60000000000001,52.800000000000004,64.32
11/16/2017,4446377,0,Samford,86,15,15,15,15,7,0,21,49.2,51.7,69.19999999999999,61.1,68.72
11/16/2017,4446377,1,LSU,105,13,13,29,9,10,4,15,60,34.8,95,66.2,69.8
11/20/2017,4449130,0,Michigan,75,15,15,12,8,6,1,20,45.800000000000004,26.1,71.39999999999999,50.8,61.239999999999995
11/20/2017,4449130,1,LSU,77,9,9,11,14,5,3,23,58.699999999999996,41.199999999999996,69.6,66.3,61.12
11/21/2017,4450117,0,Notre Dame,92,12,12,18,6,12,2,10,51.6,46.9,64.7,63.3,65.48
11/21/2017,4450117,1,LSU,53,11,11,9,17,2,4,15,36.5,26.1,75,42.3,63.28
11/22/2017,4450547,0,Marquette,94,3,3,15,16,9,7,20,57.8,45.800000000000004,88.6,70,73.4
11/22/2017,4450547,1,LSU,84,10,10,7,17,9,2,27,48.199999999999996,31.8,88.5,54.50000000000001,74.44
11/29/2017,4454385,0,UT Martin,60,9,9,10,18,7,4,21,43.8,31.2,72.2,49,64.92
11/29/2017,4454385,1,LSU,84,13,13,22,7,13,1,16,50,33.300000000000004,60,58.099999999999994,64.8
12/10/2017,4460690,0,UNCW,84,10,10,12,13,7,0,20,42.6,36.4,77.8,51.5,78.92
12/10/2017,4460690,1,LSU,97,9,9,16,16,2,2,16,59,42.1,85,65.60000000000001,76.8
12/16/2017,4462604,0,SFA,83,12,12,17,17,10,0,23,49.2,48,73.3,59,72.6
12/16/2017,4462604,1,LSU,82,9,9,16,17,10,5,17,49,45,79.3,57.8,71.75999999999999
12/19/2017,4464461,0,Sam Houston St.,58,15,15,4,11,5,0,19,35.4,12.5,60,37.7,67.6
12/19/2017,4464461,1,LSU,80,14,14,11,8,7,5,17,47.599999999999994,28.1,55.00000000000001,54.800000000000004,65.8
12/22/2017,4465232,0,North Florida,52,7,7,10,20,4,4,13,31.7,35.5,75,40.8,74.75999999999999
12/22/2017,4465232,1,LSU,104,16,16,26,8,15,4,8,53.800000000000004,41.699999999999996,80,60,76.4
12/28/2017,4465763,0,LSU,71,10,10,16,13,8,6,22,46.300000000000004,50,50,58.3,64.03999999999999
12/28/2017,4465763,1, Memphis,61,15,15,14,16,7,4,14,37.3,18.2,65,40.699999999999996,68.8
01/06/2018,4470223,0,LSU,69,9,9,13,13,6,2,21,40,42.9,69.19999999999999,50,69.72
01/06/2018,4470223,1, Texas A&M,68,12,12,13,14,5,4,16,39.300000000000004,20,63.3,43.8,71.2
01/20/2018,4478690,0,LSU,71,14,14,7,12,5,4,24,43.5,21.099999999999998,61.9,46.800000000000004,69.24
01/20/2018,4478690,1, Vanderbilt,77,7,7,10,12,3,4,20,51,36.8,66.7,58.199999999999996,67.2
01/23/2018,4479844,0,Texas A&M,65,19,19,8,20,4,8,16,39.4,21.4,70,43.9,71.4
01/23/2018,4479844,1,LSU,77,8,8,16,7,13,3,14,44.4,44.4,72.2,50.8,69.92
01/31/2018,4484157,0,LSU,61,7,7,9,12,9,4,13,39.300000000000004,15.8,77.8,42,68.92
01/31/2018,4484157,1, Tennessee,84,9,9,24,14,5,4,14,54.1,48,60,63.9,70.4
02/10/2018,4491998,0,Ole Miss,66,15,15,5,9,5,1,19,37.1,20.7,70,41.9,64.8
02/10/2018,4491998,1,LSU,82,10,10,14,8,4,4,22,50,26.1,75,55.2,66.56
02/17/2018,4498891,0,Missouri,63,5,5,10,12,3,3,18,45.800000000000004,57.099999999999994,41.199999999999996,58.3,62.480000000000004
02/17/2018,4498891,1,LSU,64,9,9,11,9,6,3,15,38.6,33.300000000000004,84.6,46.5,62.72
02/20/2018,4501643,0,Vanderbilt,78,12,12,10,7,3,1,22,43.8,35.9,72.7,54.7,63.84
02/20/2018,4501643,1,LSU,88,3,3,18,6,6,2,17,62.5,47.4,73.1,71.89999999999999,62.44
02/28/2018,4510140,0,LSU,74,14,14,14,14,8,1,22,40.6,28.000000000000004,68.2,46.1,73.68
02/28/2018,4510140,1, South Carolina,83,10,10,17,13,6,5,23,44.4,52.2,82.1,55.60000000000001,69.32
03/03/2018,4514875,0,Mississippi St.,57,6,6,6,13,4,4,20,41.099999999999994,26.1,71.39999999999999,46.400000000000006,66.08
03/03/2018,4514875,1,LSU,78,7,7,17,11,9,1,11,51.9,47.8,68.8,62,65.03999999999999
03/08/2018,4519035,0,Mississippi St.,77,14,14,14,11,11,1,15,46,35.5,57.099999999999994,54.800000000000004,66.16
03/08/2018,4519035,1,LSU,80,7,7,17,16,5,8,18,58.3,58.8,60.9,68.8,67.12
03/19/2018,4532415,0,LSU,71,5,5,13,9,9,2,15,44.1,26.700000000000003,68.8,50.8,70.04
03/19/2018,4532415,1, Utah,95,7,7,20,13,3,1,13,57.9,51.9,75,70.19999999999999,71.8
11/14/2017,4444217,0,Maine,44,10,10,9,17,6,2,18,24.6,14.299999999999999,86.7,27.200000000000003,70.6
11/14/2017,4444217,1, Texas Tech,83,7,7,19,11,10,8,14,50.9,55.60000000000001,78.9,59.599999999999994,69.36
11/18/2017,4447260,0,South Alabama,46,8,8,6,15,1,3,12,32.7,15.8,60,35.6,65.6
11/18/2017,4447260,1,Maine,68,9,9,14,11,6,4,18,45,28.000000000000004,87.5,50.8,65.52000000000001
11/19/2017,4448605,0,Sacred Heart,69,13,13,11,19,6,5,21,37.3,31,62.5,44,80.04
11/19/2017,4448605,1,Maine,68,7,7,9,14,3,2,16,37.7,15.4,69.19999999999999,41,79.44
11/26/2017,4452171,0,Maine,78,7,7,22,26,8,2,24,52.900000000000006,60.9,55.60000000000001,66.7,77.92
11/26/2017,4452171,1, Quinnipiac,72,12,12,11,18,16,3,21,35.5,30.3,66.7,43.5,79.88
12/05/2017,4458004,0,Me.-Presque Isle,55,4,4,10,18,6,3,13,34,30.8,57.9,41.5,75.36
12/05/2017,4458004,1,Maine,75,6,6,17,18,6,3,18,50,40.699999999999996,66.7,59.8,73.28
12/10/2017,4460890,0,Me.-Machias,51,10,10,9,25,3,1,24,36.199999999999996,7.7,66.7,37.1,78.28
12/10/2017,4460890,1,Maine,104,15,15,22,6,13,2,15,48.6,34.300000000000004,64.9,57.099999999999994,77.28
12/17/2017,4463198,0,Maine,59,9,9,12,17,2,3,19,35.9,34.4,100,44.5,72.88
12/17/2017,4463198,1, Saint Joseph's,72,11,11,9,3,11,3,8,37.1,24,60.9,41.4,72.12
12/22/2017,4465124,0,Maine,63,8,8,16,12,2,1,9,44.4,23.799999999999997,58.8,49.1,65.48
12/22/2017,4465124,1, Massachusetts,74,6,6,22,13,6,4,15,51.9,54.2,100,64.4,62.08
01/03/2018,4468530,0,Maine,70,6,6,12,17,10,2,25,45.800000000000004,34.599999999999994,63.6,53.400000000000006,74.84
01/03/2018,4468530,1, Stony Brook,71,18,18,13,17,8,4,18,40,25,59.3,45.800000000000004,70.88
01/10/2018,4472720,0,UMBC,72,14,14,8,15,10,3,15,42.1,26.900000000000002,58.599999999999994,48.199999999999996,70.76
01/10/2018,4472720,1,Maine,67,14,14,9,19,10,2,23,37.1,31.8,77.8,42.699999999999996,74.92
01/15/2018,4475555,0,Maine,62,10,10,5,9,4,4,22,40,29.599999999999998,66.7,47.3,60.6
01/15/2018,4475555,1, Vermont,83,7,7,16,6,2,1,12,52.900000000000006,44.4,75,60.8,62.32
01/24/2018,4480764,0,New Hampshire,68,8,8,11,11,1,3,11,43.1,32.1,60,50.9,67.6
01/24/2018,4480764,1,Maine,69,7,7,9,13,6,3,15,43.1,35,100,49.1,69.28
01/27/2018,4482741,0,Maine,74,9,9,13,24,9,0,19,51.800000000000004,37.5,71.39999999999999,57.099999999999994,77.16
01/27/2018,4482741,1, UMBC,86,13,13,18,16,16,4,12,52.400000000000006,42.3,50,61.1,73.92
01/31/2018,4484571,0,UMass Lowell,88,12,12,13,16,5,0,16,54.1,33.300000000000004,82.39999999999999,60.699999999999996,72.48
01/31/2018,4484571,1,Maine,64,15,15,9,15,9,3,16,37.5,10.5,73.7,39.1,72.36
02/08/2018,4489604,0,Maine,56,3,3,7,13,4,6,22,37.5,30,70,43.8,66.8
02/08/2018,4489604,1, New Hampshire,71,16,16,11,8,4,1,19,35.9,23.799999999999997,74.1,39.800000000000004,67.88
02/11/2018,4492668,0,Stony Brook,64,11,11,11,17,11,8,18,36.7,37.9,65.4,48,66.44
02/11/2018,4492668,1,Maine,61,7,7,12,16,8,3,19,37.3,26.3,78.3,42.199999999999996,70.12
02/21/2018,4502131,0,Maine,76,13,13,11,21,5,4,21,46,40.9,64.3,53.2,77.16
02/21/2018,4502131,1, UMass Lowell,88,5,5,16,11,9,2,13,52.5,60,77.3,60.199999999999996,74.68
02/27/2018,4509054,0,Vermont,74,8,8,14,14,4,3,14,47.099999999999994,40,81.8,54.900000000000006,66.68
02/27/2018,4509054,1,Maine,62,14,14,14,13,6,3,19,38.5,29.4,58.3,42.3,69.28
03/03/2018,4513164,0,Maine,60,6,6,10,15,7,5,23,41.099999999999994,40,85.7,48.199999999999996,68.08
03/03/2018,4513164,1, Vermont,75,12,12,15,12,5,3,9,44.1,28.599999999999998,81,49.2,68.24
11/15/2017,4444798,0,St. Francis Brooklyn,79,8,8,13,18,13,3,35,47.3,32.300000000000004,63,56.39999999999999,76.88
11/15/2017,4444798,1,Manhattan,80,11,11,12,19,9,2,26,46.400000000000006,33.300000000000004,65.8,49.1,80.72
11/20/2017,4449159,0,UMKC,63,13,13,10,16,5,4,25,39.6,15,69.19999999999999,42.5,67.44
11/20/2017,4449159,1,Manhattan,74,7,7,13,17,6,3,27,46.800000000000004,50,72.39999999999999,56.39999999999999,69.75999999999999
11/21/2017,4449942,0,Missouri St.,69,12,12,14,11,8,2,19,43.6,9.1,80,44.5,65
11/21/2017,4449942,1,Manhattan,65,7,7,14,14,4,7,23,43.4,42.1,73.3,50.9,66.6
11/22/2017,4450517,0,Northern Ill.,70,12,12,15,14,4,1,20,48.199999999999996,33.300000000000004,80,51.800000000000004,64.6
11/22/2017,4450517,1,Manhattan,68,9,9,19,11,3,5,15,48.1,35.699999999999996,57.099999999999994,57.699999999999996,60.16
12/02/2017,4455623,0,Towson,56,19,19,8,20,9,2,13,37.7,18.2,73.7,39.6,62.36
12/02/2017,4455623,1,Manhattan,55,6,6,16,19,12,3,18,42.6,44.4,77.8,51.1,63.96
12/09/2017,4460271,0,Morgan St.,66,16,16,10,18,10,2,25,37.9,46.2,59.3,43.1,71.88
12/09/2017,4460271,1,Manhattan,80,11,11,21,18,6,8,24,53.7,39.1,52,62,72
12/16/2017,4462786,0,Manhattan,66,11,11,12,14,4,3,26,44.800000000000004,40,54.50000000000001,51.7,65.84
12/16/2017,4462786,1, Tulsa,80,10,10,15,12,6,3,13,54.2,46.2,68.8,60.4,64.08
12/23/2017,4465246,0,Manhattan,62,8,8,10,21,9,2,24,42.6,45,100,50.9,70.08
12/23/2017,4465246,1, Seton Hall,74,18,18,17,19,10,2,18,44.4,27.800000000000004,67.7,49.1,68.64
01/02/2018,4468019,0,Manhattan,101,13,13,17,12,10,2,25,46.400000000000006,31.6,79.5,50.7,85.16
01/02/2018,4468019,1, Marist,96,12,12,15,20,3,0,30,42.4,45.9,80.60000000000001,56.8,82.84
01/05/2018,4469547,0,Manhattan,66,9,9,10,17,10,1,20,40,39.300000000000004,73.3,50,69.6
01/05/2018,4469547,1, Monmouth,77,6,6,15,16,12,1,22,56.49999999999999,36.4,70,60.9,69.2
01/07/2018,4471083,0,Rider,82,15,15,20,12,8,3,19,53,16.7,40.9,55.300000000000004,72.68
01/07/2018,4471083,1,Manhattan,76,15,15,18,14,6,1,23,36.9,36.8,70,47.699999999999996,72.8
01/13/2018,4474646,0,Siena,61,9,9,9,25,8,5,20,43.9,25,88,47.599999999999994,68
01/13/2018,4474646,1,Manhattan,72,11,11,16,15,11,3,21,49.1,33.300000000000004,63.2,52.6,69.36
01/21/2018,4478783,0,Manhattan,68,7,7,15,23,4,2,24,41.9,54.50000000000001,90.9,55.800000000000004,68.68
01/21/2018,4478783,1, Saint Peter's,57,12,12,10,22,10,1,21,36.199999999999996,27.3,73.9,42.6,67.12
01/24/2018,4480402,0,Manhattan,63,18,18,14,18,4,6,25,35.6,26.3,84.2,39.800000000000004,67.36
01/24/2018,4480402,1, Niagara,72,12,12,10,11,4,4,21,41.5,35,75,48.1,64.32
01/30/2018,4483698,0,Marist,62,9,9,14,16,4,0,19,40.8,44.800000000000004,52.900000000000006,54.1,63.480000000000004
01/30/2018,4483698,1,Manhattan,59,5,5,10,12,8,3,19,42.6,45,58.8,52.1,61.480000000000004
02/02/2018,4485260,0,Manhattan,51,19,19,8,8,8,3,18,29.299999999999997,14.299999999999999,71.39999999999999,31,56.239999999999995
02/02/2018,4485260,1, Siena,47,6,6,8,14,3,4,19,32.6,40,76.5,39.5,58.480000000000004
02/08/2018,4489633,0,Manhattan,73,9,9,16,16,9,7,26,46.2,40.9,66.7,54.800000000000004,69.56
02/08/2018,4489633,1, Rider,77,16,16,12,21,9,6,25,48.1,26.700000000000003,65.7,51.9,72.4
02/10/2018,4492342,0,Monmouth,76,7,7,11,14,9,2,29,43.6,36.8,77.8,50,73.88
02/10/2018,4492342,1,Manhattan,93,6,6,16,16,6,7,24,51.1,50,80.5,66.7,73.03999999999999
02/15/2018,4495574,0,Manhattan,70,11,11,15,12,4,4,19,42.3,47.4,85,51,61.8
